x,y,T,Temperature
0.0,0.0,0.0,0.0
0.0,0.02564102564102564,0.0,0.0
0.0,0.05128205128205128,0.0,0.0
0.0,0.07692307692307693,0.0,0.0
0.0,0.10256410256410256,0.0,0.0
0.0,0.1282051282051282,0.0,0.0
0.0,0.15384615384615385,0.0,0.0
0.0,0.1794871794871795,0.0,0.0
0.0,0.20512820512820512,0.0,0.0
0.0,0.23076923076923075,0.0,0.0
0.0,0.2564102564102564,0.0,0.0
0.0,0.28205128205128205,0.0,0.0
0.0,0.3076923076923077,0.0,0.0
0.0,0.3333333333333333,0.0,0.0
0.0,0.358974358974359,0.0,0.0
0.0,0.3846153846153846,0.0,0.0
0.0,0.41025641025641024,0.0,0.0
0.0,0.4358974358974359,0.0,0.0
0.0,0.4615384615384615,0.0,0.0
0.0,0.48717948717948717,0.0,0.0
0.0,0.5128205128205128,0.0,0.0
0.0,0.5384615384615384,0.0,0.0
0.0,0.5641025641025641,0.0,0.0
0.0,0.5897435897435898,0.0,0.0
0.0,0.6153846153846154,0.0,0.0
0.0,0.641025641025641,0.0,0.0
0.0,0.6666666666666666,0.0,0.0
0.0,0.6923076923076923,0.0,0.0
0.0,0.717948717948718,0.0,0.0
0.0,0.7435897435897436,0.0,0.0
0.0,0.7692307692307692,0.0,0.0
0.0,0.7948717948717948,0.0,0.0
0.0,0.8205128205128205,0.0,0.0
0.0,0.8461538461538461,0.0,0.0
0.0,0.8717948717948718,0.0,0.0
0.0,0.8974358974358974,0.0,0.0
0.0,0.923076923076923,0.0,0.0
0.0,0.9487179487179487,0.0,0.0
0.0,0.9743589743589743,0.0,0.0
0.0,1.0,0.0,0.0
0.02564102564102564,0.0,0.0,0.0
0.02564102564102564,0.02564102564102564,0.006473524936787306,0.0
0.02564102564102564,0.05128205128205128,0.012905066580263594,0.0
0.02564102564102564,0.07692307692307693,0.019252913914885286,0.0
0.02564102564102564,0.10256410256410256,0.025475898714817865,0.0
0.02564102564102564,0.1282051282051282,0.03153366253567799,0.0
0.02564102564102564,0.15384615384615385,0.03738691845453209,0.0
0.02564102564102564,0.1794871794871795,0.04299770586066726,0.0
0.02564102564102564,0.20512820512820512,0.048329636644718385,0.0
0.02564102564102564,0.23076923076923075,0.05334813118952069,0.0
0.02564102564102564,0.2564102564102564,0.058020642632196286,0.0
0.02564102564102564,0.28205128205128205,0.06231686794304921,0.0
0.02564102564102564,0.3076923076923077,0.06620894445234128,0.0
0.02564102564102564,0.3333333333333333,0.06967163055039702,0.0
0.02564102564102564,0.358974358974359,0.07268246938912856,0.0
0.02564102564102564,0.3846153846153846,0.0752219345233128,0.0
0.02564102564102564,0.41025641025641024,0.07727355654708157,0.0
0.02564102564102564,0.4358974358974359,0.07882402990433857,0.0
0.02564102564102564,0.4615384615384615,0.07986329918039639,0.0
0.02564102564102564,0.48717948717948717,0.08038462431519935,0.0
0.02564102564102564,0.5128205128205128,0.08038462431519935,0.0
0.02564102564102564,0.5384615384615384,0.07986329918039639,0.0
0.02564102564102564,0.5641025641025641,0.07882402990433857,0.0
0.02564102564102564,0.5897435897435898,0.07727355654708158,0.0
0.02564102564102564,0.6153846153846154,0.07522193452331281,0.0
0.02564102564102564,0.641025641025641,0.07268246938912858,0.0
0.02564102564102564,0.6666666666666666,0.06967163055039702,0.0
0.02564102564102564,0.6923076923076923,0.06620894445234128,0.0
0.02564102564102564,0.717948717948718,0.06231686794304921,0.0
0.02564102564102564,0.7435897435897436,0.05802064263219629,0.0
0.02564102564102564,0.7692307692307692,0.05334813118952072,0.0
0.02564102564102564,0.7948717948717948,0.04832963664471841,0.0
0.02564102564102564,0.8205128205128205,0.04299770586066727,0.0
0.02564102564102564,0.8461538461538461,0.037386918454532105,0.0
0.02564102564102564,0.8717948717948718,0.031533662535678,0.0
0.02564102564102564,0.8974358974358974,0.025475898714817903,0.0
0.02564102564102564,0.923076923076923,0.019252913914885313,0.0
0.02564102564102564,0.9487179487179487,0.012905066580263618,0.0
0.02564102564102564,0.9743589743589743,0.0064735249367873235,0.0
0.02564102564102564,1.0,0.0,0.0
0.05128205128205128,0.0,0.0,0.0
0.05128205128205128,0.02564102564102564,0.012905066580263594,0.0
0.05128205128205128,0.05128205128205128,0.025726438851672584,0.0
0.05128205128205128,0.07692307692307693,0.03838096529508146,0.0
