x,y,temperature
0.0,0.0,0.0
0.0,0.02040816326530612,0.0
0.0,0.04081632653061224,0.0
0.0,0.061224489795918366,0.0
0.0,0.08163265306122448,0.0
0.0,0.1020408163265306,0.0
0.0,0.12244897959183673,0.0
0.0,0.14285714285714285,0.0
0.0,0.16326530612244897,0.0
0.0,0.18367346938775508,0.0
0.0,0.2040816326530612,0.0
0.0,0.22448979591836732,0.0
0.0,0.24489795918367346,0.0
0.0,0.26530612244897955,0.0
0.0,0.2857142857142857,0.0
0.0,0.3061224489795918,0.0
0.0,0.32653061224489793,0.0
0.0,0.3469387755102041,0.0
0.0,0.36734693877551017,0.0
0.0,0.3877551020408163,0.0
0.0,0.4081632653061224,0.0
0.0,0.42857142857142855,0.0
0.0,0.44897959183673464,0.0
0.0,0.4693877551020408,0.0
0.0,0.4897959183673469,0.0
0.0,0.5102040816326531,0.0
0.0,0.5306122448979591,0.0
0.0,0.5510204081632653,0.0
0.0,0.5714285714285714,0.0
0.0,0.5918367346938775,0.0
0.0,0.6122448979591836,0.0
0.0,0.6326530612244897,0.0
0.0,0.6530612244897959,0.0
0.0,0.673469387755102,0.0
0.0,0.6938775510204082,0.0
0.0,0.7142857142857142,0.0
0.0,0.7346938775510203,0.0
0.0,0.7551020408163265,0.0
0.0,0.7755102040816326,0.0
0.0,0.7959183673469387,0.0
0.0,0.8163265306122448,0.0
0.0,0.836734693877551,0.0
0.0,0.8571428571428571,0.0
0.0,0.8775510204081632,0.0
0.0,0.8979591836734693,0.0
0.0,0.9183673469387754,0.0
0.0,0.9387755102040816,0.0
0.0,0.9591836734693877,0.0
0.0,0.9795918367346939,0.0
0.0,1.0,0.0
0.02040816326530612,0.0,0.0
0.02040816326530612,0.02040816326530612,-0.016370688928377064
0.02040816326530612,0.04081632653061224,-0.03247257159714229
0.02040816326530612,0.061224489795918366,-0.04804125553803515
0.02040816326530612,0.08163265306122448,-0.06282110339116566
0.02040816326530612,0.1020408163265306,-0.07656943046339637
0.02040816326530612,0.12244897959183673,-0.08906048960429429
0.02040816326530612,0.14285714285714285,-0.10008917796809982
0.02040816326530612,0.16326530612244897,-0.10947440479678384
0.02040816326530612,0.18367346938775508,-0.11706206492528795
0.02040816326530612,0.2040816326530612,-0.12272756918407428
0.02040816326530612,0.22448979591836732,-0.12637789014984493
0.02040816326530612,0.24489795918367346,-0.12795308965326047
0.02040816326530612,0.26530612244897955,-0.12742730296202356
0.02040816326530612,0.2857142857142857,-0.12480916347906819
0.02040816326530612,0.3061224489795918,-0.12014166098232207
0.02040816326530612,0.32653061224489793,-0.11350143573374175
0.02040816326530612,0.3469387755102041,-0.10499752004832989
0.02040816326530612,0.36734693877551017,-0.09476954798653763
0.02040816326530612,0.3877551020408163,-0.08298546256685195
0.02040816326530612,0.4081632653061224,-0.06983875814607551
0.02040816326530612,0.42857142857142855,-0.055545303247337224
0.02040816326530612,0.44897959183673464,-0.04033979600491043
0.02040816326530612,0.4693877551020408,-0.024471910427336874
0.02040816326530612,0.4897959183673469,-0.008202196757108916
0.02040816326530612,0.5102040816326531,0.008202196757108796
0.02040816326530612,0.5306122448979591,0.024471910427336752
0.02040816326530612,0.5510204081632653,0.04033979600491032
0.02040816326530612,0.5714285714285714,0.05554530324733711
0.02040816326530612,0.5918367346938775,0.06983875814607542
0.02040816326530612,0.6122448979591836,0.08298546256685185
0.02040816326530612,0.6326530612244897,0.09476954798653754
